run_id,condition,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,chinFirst,choiceTask_amountLeftFirst,webcam_label,webcam_fps,webcam_height,webcam_width,button_pressed,window_width,window_height,responses,chin,success,x_pos,y_pos,task_nr,et_data,trial_duration,option_topLeft,option_bottomLeft,option_topRight,option_bottomRight,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
9,1,"""","""","""",fullscreen,10,138933,0.0-10.0,299,0,0,"FaceTime HD-Kamera (integriert)",29.969999313354492,480,640,"""",1920,895,"""","""",true,"""","""","""","""","""","""","""","""","""","2021-01-17 11:01:37",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Safari/605.1.15",Macintosh,Safari,14.0.2,"OS X",10_15_6
9,1,null,"""",null,html-keyboard-response,11,139037,0.0-11.0,299,0,0,"FaceTime HD-Kamera (integriert)",29.969999313354492,480,640,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-17 11:01:37",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Safari/605.1.15",Macintosh,Safari,14.0.2,"OS X",10_15_6
9,1,3409.999999999971,"<div style=""width: 45%; margin: auto; text-align: justify;""><p>For the next task, please do <strong>not</strong> rest your head on your arm but keep your head in a natural position. Get sure that you stay in the green rectangle in the video stream while doing that. </p><p>However, in order to make this measurement as accurate as possible, please keep your head at the same position at all time so that you <strong>only move your eyes</strong> when you look at the screen. </p></div><p style=""text-align: center;"">Press Space to continue </p>",32,html-keyboard-response,12,142448,0.0-12.0,299,0,0,"FaceTime HD-Kamera (integriert)",29.969999313354492,480,640,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-17 11:01:37",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Safari/605.1.15",Macintosh,Safari,14.0.2,"OS X",10_15_6
9,1,20429,"<p><strong>Can you stay in that pose for a while?</strong></p><p>If not, then please adjust now in order to be comfortable.</p><br><p>Press Space to continue</p>",32,html-keyboard-response,13,162879,0.0-13.0,299,0,0,"FaceTime HD-Kamera (integriert)",29.969999313354492,480,640,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-17 11:01:37",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Safari/605.1.15",Macintosh,Safari,14.0.2,"OS X",10_15_6
9,1,31001,"<div style=""position: fixed; top: 30%; left: 27.5%; width: 45%; margin: auto; text-align: justify;""><p>For calibration purposes, there will be buttons (39 in total) appearing one after another. <strong>Click 14x on each button</strong> until it turns green. Then the next button will appear. This will take around <strong>3 minutes. </strong></p><p>For an accurate measurement, please <strong><u>always</u></strong> follow the mouse cursor with your eyes. </p><br><p style=""text-align: center;"">Press Space to continue</p></div>",32,html-keyboard-response,14,193883,0.0-14.0,299,0,0,"FaceTime HD-Kamera (integriert)",29.969999313354492,480,640,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-17 11:01:37",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Safari/605.1.15",Macintosh,Safari,14.0.2,"OS X",10_15_6
9,1,null,"""",null,html-keyboard-response,15,193986,0.0-15.0-0.0,299,0,0,"FaceTime HD-Kamera (integriert)",29.969999313354492,480,640,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-17 11:01:37",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Safari/605.1.15",Macintosh,Safari,14.0.2,"OS X",10_15_6
9,1,null,"""",null,html-keyboard-response,16,194090,0.0-15.0-1.0,299,0,0,"FaceTime HD-Kamera (integriert)",29.969999313354492,480,640,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-17 11:01:37",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Safari/605.1.15",Macintosh,Safari,14.0.2,"OS X",10_15_6
9,1,null,"""",null,html-keyboard-response,17,195592,0.0-15.0-2.0-0.0,299,0,0,"FaceTime HD-Kamera (integriert)",29.969999313354492,480,640,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-17 11:01:37",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Safari/605.1.15",Macintosh,Safari,14.0.2,"OS X",10_15_6
9,1,"""","""","""",eyetracking-calibration,18,204699,0.0-15.0-2.0-1.0,299,0,0,"FaceTime HD-Kamera (integriert)",29.969999313354492,480,640,"""",1920,1080,"""",0,"""",0.2,0.8,0,"[{""x"":0.26039740837536757,""y"":0.4631549876646123,""t"":111704},{""x"":0.2601689934350674,""y"":0.4654325163447068,""t"":111753},{""x"":0.2592946470851132,""y"":0.4738230824935454,""t"":111802},{""x"":0.2572071049541899,""y"":0.49351855539687356,""t"":111854},{""x"":0.25338640805370377,""y"":0.5287434714494843,""t"":111914},{""x"":0.24771775995743797,""y"":0.5796195386579711,""t"":111969},{""x"":0.24084059596902987,""y"":0.6409451262852327,""t"":112021},{""x"":0.23359950820211076,""y"":0.7043363762735056,""t"":112073},{""x"":0.226953156719967,""y"":0.7621862461492575,""t"":112121},{""x"":0.22141872443957322,""y"":0.8098877586688,""t"":112170},{""x"":0.21714681543726472,""y"":0.8464770437931614,""t"":112226.00000000003},{""x"":0.21406048707457362,""y"":0.8727145059960904,""t"":112277},{""x"":0.21198800221850328,""y"":0.8901482636654426,""t"":112327.00000000003},{""x"":0.2107406996656182,""y"":0.9004481188908956,""t"":112381.00000000003},{""x"":0.21014567327674902,""y"":0.9051315459817033,""t"":112433},{""x"":0.21005420039599387,""y"":0.90549718362884,""t"":112476.00000000003},{""x"":0.21034062172292822,""y"":0.90263844783246,""t"":112536.00000000003},{""x"":0.21089898928621095,""y"":0.89747469572501,""t"":112588},{""x"":0.211640197523492,""y"":0.8907771897477804,""t"":112635},{""x"":0.2124901008734735,""y"":0.8831860208324664,""t"":112683},{""x"":0.21338830518680948,""y"":0.8752209905993728,""t"":112732.00000000003},{""x"":0.214287186684545,""y"":0.8672904523246581,""t"":112788},{""x"":0.2151508280004904,""y"":0.8597008427130872,""t"":112845.00000000003},{""x"":0.21595374878937487,""y"":0.8526679655358256,""t"":112895},{""x"":0.2166794516028744,""y"":0.8463298346849035,""t"":112938},{""x"":0.2173188770865729,""y"":0.8407602510816192,""t"":112982.00000000003},{""x"":0.21786887764694496,""y"":0.8359821644603332,""t"":113030.00000000003},{""x"":0.21833079932771443,""y"":0.8319800460933975,""t"":113078},{""x"":0.21870922933028136,""y"":0.8287107827235463,""t"":113133},{""x"":0.2190109353940866,""y"":0.8261128741184557,""t"":113181},{""x"":0.2192439995243878,""y"":0.8241139220209217,""t"":113227},{""x"":0.21941713351716055,""y"":0.8226365273089593,""t"":113272},{""x"":0.21953915594558213,""y"":0.8216027780326906,""t"":113318},{""x"":0.21961860750535014,""y"":0.8209375334189974,""t"":113363.00000000003},{""x"":0.21966348182913772,""y"":0.8205707057672431,""t"":113414},{""x"":0.21968105059517448,""y"":0.820438726253209,""t"":113457},{""x"":0.21967776405940212,""y"":0.8204853598877812,""t"":113503},{""x"":0.2196592105525445,""y"":0.8206620133715263,""t"":113553},{""x"":0.21963012079055041,""y"":0.8209276591366467,""t"":113598},{""x"":0.21959440497977986,""y"":0.821248480037812,""t"":113641},{""x"":0.21955521264803685,""y"":0.8215973219946718,""t"":113688},{""x"":0.21951500690665635,""y"":0.8219530263184747,""t"":113729},{""x"":0.2194756464534938,""y"":0.82229969940797,""t"":113771},{""x"":0.2194384700629083,""y"":0.8226259649574978,""t"":113816},{""x"":0.21940437957499284,""y"":0.8229242327899904,""t"":113860},{""x"":0.21937391849146962,""y"":0.8231900089106126,""t"":113904},{""x"":0.2193473442122394,""y"":0.82342126334565,""t"":113957},{""x"":0.2193246927113396,""y"":0.8236178657212287,""t"":114005},{""x"":0.2193058350649915,""y"":0.8237810932470623,""t"":114049},{""x"":0.21929052572171864,""y"":0.8239132116738626,""t"":114093},{""x"":0.21927844276142844,""y"":0.8240171267447576,""t"":114135},{""x"":0.21926922064391963,""y"":0.8240961015101383,""t"":114178},{""x"":0.21926247611442054,""y"":0.8241535334729713,""t"":114221},{""x"":0.2192578280304819,""y"":0.8241927847372442,""t"":114271},{""x"":0.21925491191551266,""y"":0.8242170580176562,""t"":114314},{""x"":0.21925339004248595,""y"":0.8242293114202366,""t"":114355},{""x"":0.21925295781815826,""y"":0.8242322052229868,""t"":114400},{""x"":0.21925334718310652,""y"":0.8242280743898691,""t"":114445},{""x"":0.21925432767391176,""y"":0.8242189211720239,""t"":114489},{""x"":0.2192557057172898,""y"":0.8242064228319297,""t"":114542.00000000003},{""x"":0.2192573226468971,""y"":0.824191950226242,""t"":114586},{""x"":0.21925905185572153,""y"":0.8241765936688182,""t"":114629},{""x"":0.21926079542315613,""y"":0.8241611931434928,""t"":114679},{""x"":0.21926248048792302,""y"":0.8241463705307509,""t"":114726.00000000003},{""x"":0.2192640555771162,""y"":0.824132562043974,""t"":114769},{""x"":0.21926548704833962,""y"":0.8241200495348588,""t"":114812},{""x"":0.21926675575634993,""y"":0.8241089897232433,""t"":114858},{""x"":0.21926785401755686,""y"":0.8240994407361028,""t"":114906},{""x"":0.21926878291473123,""y"":0.8240913856081484,""t"":114950},{""x"":0.2192695499597025,""y"":0.8240847526078496,""t"":115002},{""x"":0.21927016711298555,""y"":0.8240794324141648,""t"":115044},{""x"":0.21927064914540778,""y"":0.8240752922874602,""t"":115089.00000000003},{""x"":0.21927101231715973,""y"":0.8240721874596809,""t"":115133},{""x"":0.21927127334354515,""y"":0.8240699700201358,""t"":115174},{""x"":0.21927144861338382,""y"":0.8240684956001918,""t"":115218},{""x"":0.2192715536249188,""y"":0.8240676281680218,""t"":115269},{""x"":0.21927160260465806,""y"":0.8240672432380266,""t"":115313},{""x"":0.21927160827637845,""y"":0.8240672297826506,""t"":115356},{""x"":0.21927158175014547,""y"":0.8240674911104388,""t"":115404},{""x"":0.21927153250433623,""y"":0.8240679449460973,""t"":115448},{""x"":0.21927146843703654,""y"":0.8240685229182402,""t"":115493},{""x"":0.21927139596661804,""y"":0.824069169630149,""t"":115544},{""x"":0.21927132016463774,""y"":0.8240698414595116,""t"":115588},{""x"":0.21927124490733255,""y"":0.8240705052056423,""t"":115628},{""x"":0.21927117303483845,""y"":0.8240711366777181,""t"":115670},{""x"":0.21927110650980158,""y"":0.8240717192954204,""t"":115719},{""x"":0.2192710465692546,""y"":0.824072242754196,""t"":115763},{""x"":0.2192709938655012,""y"":0.8240727017911268,""t"":115811},{""x"":0.21927094859330223,""y"":0.8240730950739867,""t"":115859},{""x"":0.21927091060190784,""y"":0.8240734242252766,""t"":115907},{""x"":0.21927087949146143,""y"":0.8240736929845883,""t"":115953},{""x"":0.21927085469404511,""y"":0.8240739065062943,""t"":115997},{""x"":0.21927083554017415,""y"":0.8240740707849773,""t"":116039},{""x"":0.2192708213119136,""y"":0.8240741921979406,""t"":116089.00000000003},{""x"":0.21927081128401327,""y"":0.8240742771522864,""t"":116130},{""x"":0.219270804754566,""y"":0.8240743318231821,""t"":116173},{""x"":0.21927080106671737,""y"":0.8240743619698223,""t"":116217},{""x"":0.21927079962290727,""y"":0.8240743728160442,""t"":116261},{""x"":0.2192707998930343,""y"":0.8240743689834067,""t"":116303},{""x"":0.2192708014178098,""y"":0.8240743544656555,""t"":116353},{""x"":0.21927080380842726,""y"":0.8240743326347532,""t"":116403},{""x"":0.21927080674352498,""y"":0.8240743062699747,""t"":116447},{""x"":0.21927080996427054,""y"":0.8240742776028771,""t"":116492},{""x"":0.2192708132682538,""y"":0.8240742483722088,""t"":116534},{""x"":0.2192708165027416,""y"":0.8240742198839774,""t"":116577.00000000003},{""x"":0.21927081955772948,""y"":0.8240741930729492,""t"":116620},{""x"":0.21927082235911824,""y"":0.8240741685627637,""t"":116670},{""x"":0.2192708248622533,""y"":0.824074146722648,""t"":116720.00000000003},{""x"":0.21927082704598813,""y"":0.8240741277193689,""t"":116763},{""x"":0.21927082890736976,""y"":0.8240741115636132,""t"":116807},{""x"":0.2192708304569939,""y"":0.8240740981504138,""t"":116856},{""x"":0.21927083171503908,""y"":0.8240740872935798,""t"":116898},{""x"":0.21927083270795886,""y"":0.8240740787543345,""t"":116951},{""x"":0.21927083346579085,""y"":0.8240740722645417,""t"":116995},{""x"":0.21927083402002845,""y"":0.8240740675450169,""t"":117037},{""x"":0.21927083440199144,""y"":0.8240740643194845,""t"":117081},{""x"":0.21927083464163025,""y"":0.8240740623247653,""t"":117126},{""x"":0.21927083476669712,""y"":0.8240740613177802,""t"":117170},{""x"":0.21927083480222184,""y"":0.8240740610799232,""t"":117218},{""x"":0.21927083477023196,""y"":0.82407406141932,""t"":117272},{""x"":0.2192708346896657,""y"":0.8240740621714369,""t"":117316},{""x"":0.21927083457642993,""y"":0.8240740631984451,""t"":117359},{""x"":0.219270834443563,""y"":0.8240740643876947,""t"":117403},{""x"":0.21927083430146882,""y"":0.824074065649589,""t"":117446.00000000003},{""x"":0.2192708341581941,""y"":0.8240740669151018,""t"":117495},{""x"":0.21927083401972622,""y"":0.8240740681331299,""t"":117542.00000000003},{""x"":0.21927083389029509,""y"":0.8240740692678266,""t"":117588},{""x"":0.2192708337726653,""y"":0.8240740702960304,""t"":117634},{""x"":0.21927083366841016,""y"":0.8240740712048624,""t"":117677},{""x"":0.21927083357816118,""y"":0.8240740719895452,""t"":117722},{""x"":0.21927083350182944,""y"":0.8240740726514724,""t"":117771},{""x"":0.21927083343879766,""y"":0.824074073196538,""t"":117813},{""x"":0.2192708333880831,""y"":0.8240740736337252,""t"":117855},{""x"":0.21927083334847192,""y"":0.8240740739739414,""t"":117901},{""x"":0.2192708333186281,""y"":0.8240740742290825,""t"":117948},{""x"":0.21927083329717797,""y"":0.824074074411303,""t"":117996},{""x"":0.2192708332827749,""y"":0.8240740745324662,""t"":118045},{""x"":0.21927083327414526,""y"":0.82407407460375,""t"":118091},{""x"":0.21927083327012006,""y"":0.8240740746353842,""t"":118137.00000000003},{""x"":0.21927083326965371,""y"":0.8240740746364924,""t"":118182},{""x"":0.21927083327183325,""y"":0.8240740746150201,""t"":118227},{""x"":0.2192708332758798,""y"":0.8240740745777282,""t"":118271},{""x"":0.21927083328114433,""y"":0.8240740745302352,""t"":118315},{""x"":0.21927083328709943,""y"":0.824074074477093,""t"":118367}]","""","""","""","""","""","2021-01-17 11:01:37",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Safari/605.1.15",Macintosh,Safari,14.0.2,"OS X",10_15_6
9,1,null,"""",null,html-keyboard-response,19,206206,0.0-15.0-2.0-0.1,299,0,0,"FaceTime HD-Kamera (integriert)",29.969999313354492,480,640,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-17 11:01:37",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Safari/605.1.15",Macintosh,Safari,14.0.2,"OS X",10_15_6
