run_id,condition,rt,stimulus,key_press,trial_type,trial_index,time_elapsed,internal_node_id,subject,chinFirst,choiceTask_amountLeftFirst,webcam_label,webcam_fps,webcam_height,webcam_width,chosenAmount,chosenDelay,button_pressed,window_width,window_height,responses,chin,success,x_pos,y_pos,task_nr,et_data,trial_duration,option_topLeft,option_bottomLeft,option_topRight,option_bottomRight,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version
2,1,null,"""",null,html-keyboard-response,101,193206,0.0-33.0-5.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,null,"""",null,html-keyboard-response,102,193312,0.0-33.0-6.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,null,"""",null,html-keyboard-response,103,193414,0.0-33.0-7.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,null,"""",null,html-keyboard-response,104,193516,0.0-34.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,"""","""","""",fullscreen,105,194517,0.0-35.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","""","""",true,"""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,7873,"<div style=""text-align: center; position: fixed; top: 35%; left: 10%; width: 80%;""><p style=""font-size: 18px;"">You completed the study to </p><p style=""font-size: 40px; margin: 10px;""><strong>90% </strong></p><br><p style='font-size: 18px;'>Press Space to continue</p></div>",32,html-keyboard-response,106,202391,0.0-36.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,18238,"""","""",survey-html-form,107,220638,0.0-37.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","{""age"":""1995"",""gender"":""male"",""ethnic"":""caucasian"",""sight"":""glasses"",""glasses"":""shortSight"",""degree"":""Grad""}","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,1416,"""","""",survey-html-form,108,222055,0.0-38.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","{""eyeshadow"":""no"",""masquara"":""no"",""eyeliner"":""no"",""browliner"":""no""}","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,4485,"""","""",survey-html-form,109,226546,0.0-39.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","{""vertPosition"":""b""}","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,14184.99999999997,"""","""",survey-html-form,110,240731,0.0-40.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","{""triedChin"":""no"",""keptHead"":""no"",""optionalNote"":""}","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,25005,"<div style=position: fixed; top: 20%; left: 10%; width: 80%;""><p><strong>Bonus Payment</strong></p><p>For your Bonus Payment, we randomly selected one of your chosen options from the choice Task: </p><p style=""text-align: left; font-weight: bold;"">Reward: $2</p><p style=""text-align: left; font-weight: bold;"">Delay: Today</p><p>We will send you the reward via Prolific Bonus Payment with the respective delay. If you have any questions, do not hesitate to contact: tim.schneegans@fu-berlin.de.</p><p>Press ""Space"" to get your Prolific Code.</p></div>",32,html-keyboard-response,111,265742,0.0-41.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
2,1,3724,"<div style=""position: fixed; display: inline-block; top: 10%; right: 10%; text-align: right;""><img src=""fu_logo.PNG"" alt=""[FU Berlin Logo]"" style=""width: 15%;""></div><div style='text-align:left; font-size: small; line-height: 1.1;'><p><strong>Study Title: </strong>Factors that influence the accuracy of webcam-based eye-tracking </p><p><strong>Project manager (also responsible for data protection in the project):</strong> Tim Schneegans, tim.schneegans@fu-berlin.de </p><p><strong>Chief data protection officer of the Freie Universität Berlin: </strong>Dr. Karsten Kinast, LL.M. datenschutz@fu-berlin.de<br>More information: <a href='https://www.fuberlin.de/en/einrichtungen/interessenvertretungen/datenschutz/dahlem/index.html'>https://www.fuberlin.de/en/einrichtungen/interessenvertretungen/datenschutz/dahlem/index.html</a> </p><p></p><strong>Berlin officer for data protection and freedom of information:</strong> mailbox@datenschutz-berlin.de<br>More information: <a href='https://www.datenschutz-berlin.de/ueber-uns/kontakt/'>https://www.datenschutz-berlin.de/ueber-uns/kontakt/</a> </p></div><p style=""margin-bottom: 6px;""><strong>Your Prolific Code: </strong></p><div style=""border: 5px outset #51B896;background-color: #e2fbff; text-align: center;""><strong>82F1A4A9 </strong></div><p style=""margin-bottom: 6px;"">The following text is optional. Your participation will now be considered as completed. </p><div style=""border: 3px outset rgba(163,163,163,0.49); background-color: #f1f1f1; padding: 10px; text-align: center; text-align:justify;""><p style=""margin-top: 0; margin-bottom: 0;""><i>What was this study about in detail? </i><br>This study wants to understand how accurate online eye-tracking devices are and what factors influence their accuracy. Researchers have developed online eye-tracking tools that work with the user’s browser and webcam. Compared to traditional in-lab eye-tracking machines, they could enable researchers from various fields (e.g. decision making, attention or learning behavior) to carry their experiments beyond the campus and work with and therefore apply their findings to people from more diverse demographic backgrounds. In addition, online eye-trackers could save a lot of time, costs, and therefore tax money. In this study, we used the tool Webgazer.js from Prof. Papoutsaki and colleagues (www.webgazer.cs.brown.edu). In the fixation tasks, we were testing the accuracy of the gaze predictions and if an improvised chin-rest could improve the accuracy. In the decision tasks, we tested whether we can replicate established findings from decision making research.For any further questions, please do not hesitate to contact tim.schneegans@fu-berlin.de </p></div>",32,html-keyboard-response,112,269470,0.0-42.0,637,1,1,"Integrierte iSight-Kamera",30,0,0,$2,Today,"""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","2021-01-16 13:14:28",,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",Macintosh,Safari,11.1.2,"OS X",10_13_6
